,index,Sentence,labels
6946,1482,Ich habe den Rest abgeholt und gefüttert.,1
843,3257," Ich ""schone"" mich und warte noch damit.",2
959,1013,"   Könnt mir selbst immer eine klatschen, wenn ich schon wieder ans Essen denke, obwohl die letzte Mahlzeit erst kurz zurück liegt.",0
8739,4662,"Das bedeutet, ich muss viel Gewicht verlieren.",0
8670,3304,"Ich bin glücklich, aber ich bin es nicht!",0
8926,44,"Privately, die Probleme entstehen während des Schlafens.",0
286,4103, seit Dienstag gibt es hier jeden Tag Süßkram..,1
5982,123,Die schlimmste Zeit der kurzen Kleidung ist am Ende des Sommers.,0
7702,3285,Mindestens eine halbe Stunde ist ein täglicher Bedarf.,1
9264,4439,"Kraftsport gehören Schritte, Kniebeugen und Kraftsportarten.",1
6952,2767,"Ich wünschte, ich würde für den Rest meines Lebens schlank bleiben und diesen Kampf gewinnen, egal wie sie ihr Gewicht verlieren.",0
1344,1476, ich habe vier Eßlöffel Salat und ne kleine Probierfrikadelle gegessen und war pappensatt.,1
2893,1539,"    Aber,ich habe auch diese gewisse Zeit im monat,wo ich das immer habe,diesen Drang mehr zu essen als nötig.",0
806,2542,""" nein das funktioniert aber nicht.",0
6618,2791,"Ich glaube nicht, dass es stimmt.",0
8978,3065,Mir gefiel die Idee einer üppigen Mahlzeit.,1
5396,4053,Ich habe immer noch sehr viel mit Fodmap zu tun.,1
8702,2567,"Ich habe das Gefühl, ich habe eine Lösung gefunden.",0
7904,1807,Die Regeln meiner Seele wie immer...,0
379,360,  Diese Dinge habe ich schon zu hauf hinter mir und gebracht haben sie mir immer mehr Kilos auf die Hüften.,0
6430,1315,Ich will nicht als schlechter Mensch gesehen werden.,0
6164,670,Übung an zwei Tagen in der Woche.,1
2291,743,  Ich nehme zur Zeit auch ohne Op ab.,1
7564,3191,Wir fangen morgen an.,2
3175,3883," Rausgehen, wann immer möglich, ansonsten ganz brav meine ""Heim-Übungen"" machen.",2
3199,483,"dass man abgenommen hat, Wahnsinn, wenn man bedenkt, dass es doch nie so weit hätte kommen müssen, und das es Zeiten gab, wo  die 120 Kilos eher Grund für ne Depression gewesen wäre, als Freude...",0
824,2390,warum bekommen wir die Kurve nicht????,0
4575,1451,Ich habe Schmerzen in der Hüfte.,0
2040,2019," Auch wie ich meine Lieblingsgerichte umwandel, sodass ein paar Kalorien eingespart werden und sie trotzdem noch gut schmecken.",1
5409,3930,"Dank der Aktivitäten habe ich in der Lage, weiterhin Gewicht zu verlieren.",1
7563,3191,"Morgen wird der Tag sein, an dem wir anfangen werden.",2
2546,1552, Ich versuche zu kompensieren.,0
8663,4026,Es muss in die richtige Richtung reisen.,0
5802,1950,Ich drücke mich immer wieder selbst.,0
2310,543,"  Eins bleibt in der Küche, ein anders am Schreibtisch und das letzte Glas im Wohnzimmer.",1
7777,3155,Ich habe es mit Portionen zu tun.,1
5835,2687,Es gibt mehr Argumente für die Therapie...,0
1695,3859,"  Bewegung: ich mache viel zu Hause, damit ich nicht einroste.",1
3012,1758, und ich möchte einfach so gerne bis Sommer so wenigstens in die Richtung von 100 kg kommen...,0
8273,3115,"Ich kann nicht fahren, bis das passiert.",0
5654,3007,Ich habe meinen ersten Termin im MIC von der xx/xx/xxx.,0
8818,244,"Ich versuche, nicht operiert zu werden.",1
8771,4444,"Schade, dass ich es zurückließ.",0
7217,3404,Ich bin oft eifersüchtig auf meine Freunde.,0
7811,1174,"Es wird behauptet, dass ein Gewichtsverlust ist gut für den Körper, aber es ist nicht immer wahr.",0
7331,3544,"Es ist ein Problem, zu dem ich nicht nein sagen kann, wenn es irgendwo Eis gibt.",0
7440,210,"Ich habe mich so sehr genossen, dass ich nicht an Größe zunahm.",1
2148,4262, Meine Abnahme ist wirklich nicht leicht.,0
7403,488,"Ich verstehe, dass wir offen darüber reden, aber ich weiß nicht, ob ich meine Lust mit ihm leben will.",0
4784,2008,"Ich kann mit beiden Dingen umgehen, aber es ist immer in mir.",0
7175,3273,"Ich habe so viel gelesen, dass ich mich ändern kann.",0
8297,4153,"Es gibt einen MMK-Kurs in Lippe, der alles für die Anwendung tun wird.",0
1469,744, Gewogen wird alle 3-4 Tage.,1
7040,621,"Ich denke, Sie können es mindestens 1 Jahr, wo es ist, ich denke, mein Körper Idela Gewicht ist 90, so dass ich nicht wirklich glaube, dass ich das magische Limit unter 90 erreichen, zu der Zeit, wenn ich es tue.",0
4127,2914,Es hat viel getan.,0
4035,635,"Ich würde nicht gehen, seit die Bekehrung bereits geschehen ist.",2
8724,3289,"Am Anfang war das nicht einfach, aber wir haben es richtig verstanden.",0
5906,678,Darüber habe ich nachgedacht.,2
8453,3564,"Ich weiß, dass ich von vorne anfangen muss.",0
5452,2548,"Ich habe das Gefühl, dass die letzten Tage überhaupt nicht ankommen.",0
7000,2465,"Wenn es keinen anderen Weg gibt, die Frustration rauszulassen, dann musst du weitermachen.",0
9000,447,"Ich habe viel versucht, aber ich hatte nicht mehr viel übrig.",1
3825,1964,Essstörung ist kein Thema mehr im Leben meiner Mutter.,0
7454,3231,Ich habe alles abgebrochen und es wieder gegeben.,1
7388,610,Ich will wegen dieses Hemds nicht weg.,0
2333,58," Ich sehne mich nach sportlicher Betätigung, einem  Leben mit weniger Schmerzen, mehr Leistungsstärke, ohne Hohn und Spott aus der Gesellschaft und vor allem mit einem Sättigungsgefühl, um das Essen aus dem Mittelpunkt meines Lebens zu verbannen.",0
4930,4135,"Es gibt so viel, das besser wird.",0
6232,2496,"Es ist besser, zwei Gabeln Nudeln mit einem Garnelen zu genießen, als es ist, zwei Teller Essen zu haben.",0
3497,3045," Nur leider sagt mein Körper jetzt im Alter von kurz vor 50: Stopp, JETZT hab ich Diabetes.",0
3615,3722,"Hätte damit nicht gerechnet, da ich doch öfters hier und Da mal was hochkalorisches gegessen hatte.",1
3110,4463, Sollte eigentlich doch machbar sein.,0
2995,1304," Nu steht das warme dampfende Abendessen neben mir und ich dnek mir ""Neeeig bräuchtest du das nicht"", aber ich muss.",0
7218,3404,Ich sehe meine Freunde mit Neid an.,0
6664,1822,"Manchmal wünsche ich mir einen röhrenförmigen Magen, aber nur gelegentlich, weil wir einen Besuch hatten und den ganzen Tag gegessen wurden.",1
3926,2950,"Es ist langsam, aber sicher.",0
7375,703,Das Gleichgewicht war mir bisher gnädig.,0
2691,2639," Da Hungergefühl und Sättigungsgefühl völlig anders sind als vor der OP und sich in den letzten Monaten auch laufend verändert haben, fällt es mir persönlich schwer, das immer zu unterscheiden.",0
1302,3255,"   Es kostet mich gerade einfach zu viel Überwindung, in die Kraftsporthalle der Uni zu gehen.",0
2843,4334," Kam derart ins Schnaufen, dass ich es in Etappen machen musste.",0
4299,674,Ich bin fast 12 Kilo losgefahren.,0
1847,1680, Ich habe es mir verdammt einfach gemacht indem ich in den letzten 4 Wochen einfach ganz normal gelebt habe.,1
3424,1879,"  hmm,ich weiß nicht wie das sein kann,da ich die letzte zeit wirklich viel zu viel und viel zu falsch gegessen habe,aber egal,wir wollen ja nicht meckern.",1
4247,1622,"Es ist gut, dass du immer die Entscheidung hast.",0
2776,3970,"  1,5 Kilos weniger innerhalb von einer Woche - nicht schlecht.",0
1134,2772," ich konnte zwischen Kopf- und Magenhunger unterscheiden, welch ein Fortschritt   diese Erkenntnis hat mir schließlich geholfen mich auf meinen Körper zu konzentrieren und Disziplin, die ich mit Essen nie in Verbindung bringen konnte, einzuhalten der Rest meiner Abnahme lief schließlich dann wie von alleine meine Gedanken kreisen noch heute ums Essen, Heisshunger habe ich hin und wieder, aber das ist alles viel schwächer geworden, nicht mehr so präsent wie früher ich merke wenn ich satt bin, ich muß mir nur die nötige Zeit beim Essen nehmen und auch mal paar Minuten das Besteck zur Seite legen und dann kommt das Sättigungsgefühl, ich kann es natürlich auch ignorieren und weiter essen !!!",1
8566,4264,"Zum Beispiel, wenn der Heimtrainer geht, beginne ich langsam und verlängere dann die Zeit.",2
1893,897,"  und ich denke, ich werde noch in die Weintrauben reingreifen...",2
999,4438, In der Turnhalle bin ich 16 Runden gelaufen   ohne schlapp zu machen.,1
6264,2307,Endlich reden wir über das Gewicht...,0
9222,4429,Du solltest kochen und mein Essen essen.,1
7756,2161,"Ich sorge dafür, dass es erledigt ist, wenn ich noch einen Tag kriege.",2
4224,3591,"Ich weiß, was ich nehme und was ich nicht mache, aber schreibe es nicht explizit auf.",1
9564,2965,Ich hatte meine Meinung dazu.,0
4646,501,"Wenn es eine Woche in einem Monat, in dem ich abnehmen kann, fällt ich nicht in Depressionen.",1
2586,1140,  Zu Hause gab es dann eine halbe vegtarische Pizza von Wagner und noch eine ganze SPinat und als Nachtisch ein Stück Apfelkuchen.,1
1099,69,ich gab innerlich auf und es war mir egal was ich gegessen hab und wie ich immer mehr zunahm.,1
310,3845,  Ab morgen will ich auch wieder gesunde Sachen essen - muss eh einkaufen gehen.,2
9080,4590,Es ist neu und es ist nicht einfach.,0
7317,547,Ich bin heute Nacht 30 Minuten in meinem Coach.,2
3527,539,"  Ich für mich persönlich bin mit mir so zu Frieden, wie es im Moment ist.",0
8272,1067,"Ich kann es unter Kontrolle halten, wenn ich arbeite oder unterrichte.",0
3896,4050,Ich ging für eine kurze Zeit einkaufen und ging ohne Geld in der Hand nach Hause.,1
2624,4331, Bis zum nächsten Arzttermin in drei Wochen möchte ich nochmals 1-2 Kilos abnehmen.,0
7475,2851,Ich arbeite schon lange an vielen Dingen.,1
9568,432,"Ich kann es mir noch nicht leisten, ich habe viel Geld für Ärzte und Prüfungen bezahlt.",0
1493,2203, Seit drei Tagen veranstalte ich nun regelrechte Gelage.,1
3588,1866,die Kalorienzufuhr betrug gar 2 Tage lang 2900 Kalorien und ich habe 3 Kilos verloren...,1
5223,3903,"Das mache ich, wenn ich aufwache.",0
2803,4325," Ich trinke halt auch viel und seitdem ich wieder mit dem Intervallfasten (18/6) angefangen habe, purzeln auch die Kilos, langsam aber stetig.",0
5943,443,"Ich musste laufen, um meine Socken zu holen.",0
9727,4681,"Im Laufe des Tages trank ich fast 2,5 Liter Getränk und bekam ein paar Drinks.",1
5975,4631,"Ich habe das Gefühl, Dinge zu tun, die nicht gut für mich sind.",0
8282,1277,"Ich handle nicht alles auf einmal, aber ich muss es verarbeiten.",0
1617,161," Aber es lohnt sich so extrem, ich hoffe ich setze es nie mehr aufs Spiel.",0
8195,1704,Krampfanfälle.,1
8422,4230,Auch andere alleinerziehende Eltern mit Vollzeitjobs haben dies getan.,0
1720,114," Süßes ist für die Kinder in einem Schrank, den ich gar nicht mehr beachte.",1
1513,4132, Das ist sooo frustrierend.,0
5318,2918,Es wurden mehrere neue Produkte gekauft.,1
3883,4448,"Ich habe 2 Pfund abgenommen, seit ich meinen neuen Arzt hatte.",1
5287,1456,"Es ist so dumm zu sagen, dass es einen Rückgang gab.",0
6172,2771,"Ich weiß nicht, wie viel ich esse.",0
5907,957,Ich bin nicht schlecht.,0
6120,1757,"Essen kann nicht so gut schmecken, wie es sich anfühlt"" heißt es in diesem Satz...",0
6151,2459,Ich war ruhig und konzentriert.,1
2829,3506, Bin halt schon mitte Fünfzig und habe keine Zeit.,0
6746,2919,Eines Tages werde ich mein eigenes Brot machen.,2
994,4238,"  Ein weiterer Punkt, weshalb das Abnehmen extrem schwierig ist, sind die vielen ADs und NLs (Psychopharmaka) einnehmen muss.",0
2257,919,"  hab dienstag angefangen u bin jetzt bei 97,7kg.",1
5837,1747,"Ich weiß, dass es möglich ist.",0
1371,1054," Trauer, Frust, Freude, Angst, Niederlage und und und...",0
9758,601,Ich muss Modifast morgen früh essen.,0
4145,4530,"Ich werde neue Dinge ausprobieren, aber ich bleibe am Ball.",2
2399,1131," Man muss es doch auch so schaffen, oder?",0
2155,1410,")       Nein,das ist nicht das was ich will.",0
8541,3879,"Ich aß nur Brot und Beilagen in den letzten Tagen, aber ich hatte immer noch Würstchen und ein Ei jeden Tag.",1
8009,1121,Ein Primat ist besser als ich.,0
7750,3265,Ich kann viel Gewicht verlieren.,0
6786,2500,Ich wurde seit Januar nicht operiert und habe 22 Pfund verloren.,0
8158,4018,Geburtstag unter einer Essstörung ist der erste.,0
6573,1983,Ich gehe jeden Tag zu Fuß.,2
2001,2511, Ich weiß nicht wie ich das schaffen soll.,0
9393,1031,"Das heißt, ich hau ab.",1
3899,1653,"Mein Gewicht hat nicht das, was es mal hatte.",0
7016,191,"Ich werde bald eine weitere Schokolade bekommen, wenn sie so weitergeht.",2
8177,4471,Ich bin heute Morgen 39 Jahre alt und werde nie wieder dorthin zurückkehren.,2
4794,2418,"Ich möchte zum Beispiel viel daran ändern, damit ich nicht mehr in den Kühlschrank gehe.",0
8191,3928,Ich will nicht wieder mit dem gleichen Zeug anfangen.,0
3722,2879," Es ist schon morgens so voll, kaum Platz für Aquajogging und Schwimmen.",0
8860,2754,"Ich habe einen anderen Hintergrund als viele, das sagt mir meine Freundin immer, wenn ich mich wieder beschwere, das sagt mir mein Arzt, und wenn ich vor ihr weine, das sagt mir mein Arzt.",0
8497,3565,"Ich will wissen, wo der Fuß, der mich täglich in den Wertvollsten tritt, ist.",0
4525,2442,"Es lohnt sich, wenn es Stress für mich ist.",0
7418,1844,"Es ist schwer, immer etwas Gutes zu finden.",0
5601,3956,Der Feuertest wird wahrscheinlich wieder auf den Morgen verschoben.,2
9700,2677,Ich muss mit meinem Arzt darüber reden.,0
1486,2723, und eben umgesetzt..,1
1852,3482, Aber ich verzichte nie mehr auf Frühstück.,1
3653,3345,  Mir ist es die letzten 4 Jahre gelungen an jedem Jahresultimo weniger zu wiegen als im Jahr zuvor!,1
3764,3642," Ich mache also alles richtig, bis auf diese Süß-Fresserei.",0
8433,2104,"Mir wurde klar, dass ich besser als je zuvor bin.",0
2043,3871,  Heute beginnt ein neuer Tag mit viel Bewegung und ausser der Gemüsesuppe am Abend wieder nur ein Trinktag.,2
7663,3394,Ich habe einen guten Rat von einem Ernährungsberater bekommen.,1
5373,2857,Irgendetwas stimmt mit mir nicht.,0
766,1607,"  Mir geht es gut mit mir und ich habe den Willen und die kraft,noch eine zeit lang weiterzumachen.",0
4467,939,"Um die Operation für die Chirurgen zu erleichtern, möchte ich 10 bis 20% meines Körpergewichts verlieren.",0
3079,2925,"es ist ein ""Mehr Kümmern"" um mich selbst.",0
4383,2098,"Es war nur eine Umstellung, keine Fertiggerichte mehr, keine Nudeln oder Brot mehr, und am Abend so weit wie möglich kohlenhydratfrei mit viel Fleisch.",1
367,1496," Die Menge ist einfach zu groß, gestern Mittag zB war mir richtig schlecht, weil ich sooo viel gegessen habe.",0
621,4652,"  Da gibt es ein ganzes Sammelsurium von Gründen:  Ich will keine Operation, erstmal weil ich die Einschränkungen, die das mit sich bringt, nicht haben will, also Schmerzen, Übelkeit, Erbrechen, Dumpings, keinen Teller mehr leeressen können (zb im Restaurant), nicht mehr alles vertragen.",0
3952,3794,"Wenn ich das Essen bekomme, an das ich gedacht hatte, kann ich mich nicht mehr vom Gedanken an etwas ablenken.",0
586,3660, Ich habe mich für einen Aqua- Kurs für Adipöse angemeldet.,1
7843,3732,"Ich werde kämpfen, obwohl ich ein guter Mensch bin und mein Dermatologe sagte, wer ich persönlich dort war.",2
9272,1668,"Sie können sehen, dass nicht alles unter Kontrolle ist.",0
3943,3837,Es ist schwer.,0
9553,548,"Das Einzige, was gleich bleibt, ist der Salat, weil ich ihn gerne esse.",1
3931,273,"Ich hoffe, ich kann so etwas für mich selbst tun.",0
4907,1563,Ich habe ein Stück Brot gegessen und bin jetzt müde.,1
9472,756,Ich bin zu freundlich.,0
7781,3093,"Wenn ich nicht aufpasse, ist mein Essverhalten vor der Therapie sehr ähnlich.",1
2328,562,"  ich habe in meinen leben schon so viele diäten gemacht die kann man garnicht aufzählen, ich habe so oft abgenommen und alles wieder doppelt rauf bekommen,meine haut sieht sehr mitgenommen aus :(    also....",0
1499,1649," Aber mittlerweile haben sich auch die Ziele verschoben und wenn ich die 80-85 kilo erreicht habe,bin ich am Ziel angekommen.",0
5263,3082,"Nein, das ist nicht wahr!",2
4512,1982,"Ich mag ihn, aber ich weiß es nicht.",0
8923,4314,"Ich brauche mein Gefühl-gutes Gewicht, bevor ich das tue.",2
7386,1230,"Als ich an Kissi schrieb, lernte ich eine Lektion und ich bin dabei, meinen Teller zu teilen.",2
4533,14,"Der Kurs war teuer und ich aß weniger, also sollte ich etwas mitbringen.",1
6943,3727,"Als ich 165 Kilogramm wog, musste ich in eine Adipositas-Klinik gehen, weil ich schlecht wurde, als ich die Stränge traf, aber ich habe mein Gewicht unter Kontrolle für zwei Jahre gehalten.",1
5819,3851,"Es hat immer am besten für mich, Gemüse oder Salat für jede Mahlzeit zu essen, und auch jetzt so gut wie ich kann, sollte ich nur die Hälfte der Mahlzeit zu essen.",1
9774,2248,"Manchmal ist es eine Entscheidung der Vernunft, wenn ich spät in der Nacht hungrig werde und darüber nachdenke, ob ich essen soll oder nicht, oder wenn ich in einer halben Stunde ins Bett gehe und der Körper direkt in vollen Zügen gehen kann.",1
2489,598,  Ich komme mir vor als ob ich auf Entzug bin.,0
3714,35,   Meine Teilnahme am Fitness Center kündigte ich auf.,1
5280,3220,"Weil du die tägliche Balance nicht durcheinander bringen willst, ist es einfacher, einige Leckereien abzulehnen.",0
7174,4552,"Ich lasse das Abendessen aus, weil ich nicht viel Hunger oder Verlangen habe.",1
4568,1149,"Es ist möglich, mit normalen langsamen rationalen Lebensmittelwechsel und eine Veränderung, die für das Leben getan werden kann.",0
6279,1750,Es gibt einen Spritzer Zitrone in Tomatensaft.,1
6109,1562,Ich wog alles und kam hinein.,1
8426,132,Manchmal kann ich nicht mehr als einmal kochen.,0
6694,946,Ich habe in zwei Monaten 20 Pfund verloren.,1
8320,183,Ich muss dem Drang widerstehen zu suchen.,0
3183,135," Kann ich locker verzichten, aber nicht wenn mein Mann und meine Kides nebendrann sitzen und schleckern.",0
9467,2782,"Ich mag nicht viel bewegen, aber zum ersten Mal seit langer Zeit, fühle ich mein Gewicht ist richtig.",0
4365,158,Ich hatte von Zeit zu Zeit so gut wie jetzt.,1
7477,1691,"Ich will nicht bis Mai nahe an der 100. Zahl sein, im Moment wiege ich mich nicht jeden Tag und es ist gut für mich, von Zeit zu Zeit für die Kontrolle.",0
5369,3830,"Sie konnte es nicht selbst kontrollieren, weil sie es erfüllte.",0
4755,2661,"Ohne den Wunsch, wieder etwas zu beginnen.",0
3337,1399," ICh habe auch ganz damit abgeschlossen, wollte dick bleiben.",1
3204,477,"     ich zitiere mich mal selbst   was ich drunter andeute, das primäre ""Arbeitsmaterial"" Richtung Übergewichtsproblem beheben, ist der Wille und die Einsicht genug Stärke zu besitzen dieses zu schaffen, und dass auch ein 200 Kilo Mensch abnehmen kann und ""schlank"" auch bleiben kann, brauchen wir uns nicht vorzumachen, es ist nun mal Fakt und es gibt genug Beispiele die es geschafft haben.",0
6747,3022,Die Silhouette ist seit langem nicht mehr die gleiche gewesen.,0
4916,3983,"Es ist schwierig, einen Ort zu bekommen, da ich es vorziehe, E-Mails zu schreiben.",0
5255,1538,Wie viel will ich mir selbst beweisen?,0
6716,1572,"Alles hat sich immer umgedreht, trotz der Veränderungen in der Ernährung.",0
4307,2980,Ich lasse den Rest morgen gehen.,2
6137,1345,Ich bin in einem Monat auf die Waage gegangen.,1
1131,1153,"habe ich trotzdem ein ganz anderes, viel besseres Lebensgefühl als vor 19 Monaten...",0
4363,1959,"Ich vermehre mich nicht, obwohl ich nicht sehr gut im Essen bin.",0
1308,849, Da kenne ich mich aus und muss nicht so viel nachlesen.,0
8692,63,"Sie können sehen, dass die Einstellung zum Leben wächst, bis Sie dünn sind.",0
5165,1123,Ich bin die ganze Zeit müde.,0
1621,1028,  jetzt glaube ich habe eine Pizza innerhalb 7 Monate gegessen...,1
4868,1888,"Ich habe mich gut um mich gekümmert und erst am Nachmittag gegessen, obwohl ich den ganzen Tag Scheiße gebaut habe.",1
927,2963,und habe Tacheless geredet wegen meinem Gewicht.,1
6111,2424,"Das andere Bein auf dem Weg zum Sport zeigte mir, wie hinkend mein Körper ist und dass ich wirklich etwas tun muss.",0
4635,2128,"Ich hoffe das, weil ich nicht die gleichen Erfahrungen mit dem Ärmel habe wie mit dem Track.",0
6272,2824,"Es ist dumm, dass ich nicht kochen darf.",0
5422,4559,"Das ist nicht das, was das Gewicht sein sollte.",0
435,3816," Auch ohne Ana, Binge eating oder ähnliche Essstörung habe ich doch auch eine gestörte/krankhafte Einstellung zum Essen.",0
3917,2448,"Ich denke, es ist wichtig, dass du lernst, wie man mit täglichen Problemen umgeht.",0
6457,3811,Am Ende mache ich den Stress hier.,0
5629,4572,Sie können es nicht tun.,0
7558,606,"Ich mag Modifast nicht, aber ich habe alles versucht und es war viel schlimmer.",0
2678,4236, Und es wird gehen.,0
3953,4456,Du musst mithalten.,2
4051,1714,Ich kann nichts in die Zukunft verzögern.,0
8230,4492,Es ist immer noch besser als ein Aufstieg.,0
8061,1383,Ich habe viele Dinge über mich selbst herausgefunden.,1
973,3084," Ich habe 3 Jahre lang eine kognitive Verhaltenstherapie gemacht, bei der auch auf die Ursachen des Essverhaltens geguckt wird.",1
4864,1793,"Ich erkannte, dass ich abnehmen oder sterben musste.",0
8819,3180,"Indem ich meine Ernährung ändere, lüge ich, wie köstlich Gemüse ist.",0
6799,3199,Das ist das Problem.,0
7801,2045,"Es hat mich überhaupt nicht gestört, das ganze Ding zu benutzen, um mich loszuwerden.",0
5386,876,"Ich habe einen fehlenden Magen, also bin ich ständig hungrig.",0
8417,3625,"Es ist schwieriger, mit ihm zu bleiben, wenn die Abnahme aufhört oder die Zunahme geschieht.",0
8347,3581,"Da die Standardgröße, ob Kalorien benötigt werden oder nicht, ist nicht in Frage für mich, ich mache mich jeden Tag praktisch, quadratisch und weiß nicht, ob Sie Namen hier nennen können.",0
102,541,"  Ich koche mir morgens eine Pumpkanne 2,5 Liter Tee ab.",1
4257,1144,Ernährungsberatung und Gruppenunterricht wurden in den Kurs aufgenommen.,1
5796,3074,Wie beim Alkoholiker funktioniert es mit dem Raucher die Zigarette oder Ritzer das Rissen.,0
8438,4640,Ich habe bereits 7 Gemüse gemacht.,1
6765,3461,"Ich möchte, dass du fest bist und nicht mehr zulässt, dass alte Verhaltensmuster passieren.",2
6789,3768,Ich denke an Essen im Dunkeln.,0
163,4432,einfach so verschwunden.,0
8042,2004,"Ich versuche, jeden Tag konsequenter zu sein.",1
8400,4611,"Ich kann meine Essgewohnheiten nicht kontrollieren, wenn ich das wüsste.",0
9410,2420,"Wir tun dies schon lange, und es ist gut gelaufen.",1
7157,1806,Atypisches Suchtverhalten.,0
7442,1752,Es dauert mindestens 30 Minuten Sport pro Tag.,2
8255,3262,Ich rief die Gruppe zu den Sitzungen auf.,1
7981,420,Ich habe in den letzten Wochen viel gelernt.,1
3173,3215,los geht es!,2
321,2063,  fühle mich mit meinem körper schon ganz wohl und genieße es einfach mich bewegen zu können.,0
8470,1951,"Wenn es um Stress geht, muss das Essen unter Kontrolle sein.",0
5667,1039,Möchten Sie Gewicht verlieren?,0
6834,3589,Ich zähle nicht gern Kalorien.,0
5746,4107,"Ich kann mich nicht entscheiden, ich will gesund bleiben, ich will heiß aussehen, ich will Bauchfrei tragen und ein Mann dreht sich wirklich den Kopf.",0
2060,1233,"  Thx Kiwi,  weiter machen werde ich mein Problem iss im Moment mir graut vor kommenden Samstag, hoffe bekomme die Kurve dann da  :zwinkert:  Also auch im Sinne von Nicht alles aufessen was auf dem Teller liegt und selber Schaufeln auf den Teller  :zwinkert:  LG Brandon",0
7622,858,"Meine Schenkel schmerzen, also gehe ich Montag wieder ins Studio.",2
8928,2843,"Mehr Bewegung in mein Leben zu bekommen, ist das Ergebnis weniger Arbeit.",2
2426,2972,  Ich mag keine Blattsalate...,0
1672,2789, Dem bin ich gerade nicht gewachsen.,0
4124,4563,Ich habe wahrscheinlich eine Menge Kartoffeln und viel Reis gegessen.,1
3378,2004, Aber dafür probiere ich am nächsten Tag bzw die nächsten Tage konsequenter zu sein.,1
8774,4574,Damit bin ich super gefahren.,0
7289,3683,Für mich ist das eine einfache Sprache.,0
849,507," 180 Minuten Sport bei einer ziemlich höher Intensität ist ganz ok für mich und ich liebe es noch dazu *lach* Ohne KH würde ich den nächsten Tag nicht mehr überstehen ;) Ich esse, vor allem morgens sehr viel Brot…von Reis scheue ich mich nicht, ziemlich regelmäßig Obst natürlich..",1
5306,1646,Ich hatte heute wegen einer Belohnung einen Tiefstand.,0
3505,3132, An 5 Tagen in der Woche gibt es ab 16 Uhr nichts mehr zu essen.,1
8634,3408,"Ich erhielt eine Quittung, die mir erlaubte, viele Jahre zu gehen.",0
9554,548,"Das Einzige, was gleich bleibt, ist der Salat, weil ich ihn gerne esse.",1
199,4488, Habe dann das Gefühl von zentnerschweren Steinen im Magen.,0
4258,1144,Ich tat dies mit richtigen Ernährungsrat und Gruppenunterricht.,1
5035,3750,75 Kilogramm sind ohne Operation weg.,1
9185,3523,"Ich weiß nicht, was ich mit einem Teil meines Lebens machen soll.",0
3338,2069,"  Am Sonntag haben wir dann Abends gegessen, eigentlich recht wenig Kohlenhydrahte, aber trotzdem welche, da wusste ich, ok am Montag habe ich etwas drauf..",1
5266,2436,Wir sind sehr dankbar für Ihre Annahme.,0
7568,825,Geh zu ihnen.,0
6250,4355,Eine Puppe oder Schnitt.,1
6983,2596,"Ich versuche, auf ein Radio zu verzichten.",1
2011,2127,"  Ja, auch ich denke, dass es machbar ist, allerdings nicht für mich.",0
8906,496,Du musst die Entscheidung ändern.,0
3792,3458,"Ich wünschte, es würde so weitergehen.",0
6998,1296,"Ich hoffe, Ihre Tipps zumindest schrittweise umzusetzen.",0
4674,2535,"Das Bewusstsein ist vorhanden und es ist offensichtlich, dass Schokolade auf lange Sicht nicht gut für Sie ist.",0
1090,2724,"das macht sogar Spass, weil man den Erfolg an sich selbst sieht..",0
5809,3813,Ich kann im Studio Ausdauersport treiben.,0
7679,1378,"Fick dich, es kann nicht so schwer sein,"" dachte ich sofort nach dem Lesen Ihrer Posting.",0
2343,3009,"  Ich wünsche mir den Willen zu haben, dies alles durch zu stehen um mein Ziel zu erreichen!",0
1568,2982," Die frühe Dunkelheit bremst mich oft aus, abends noch etwas zu unternehmen.",0
2454,4096," Unter anderem eben auch, dass ich nicht muss, sondern ich möchte.",0
8101,736,"Ich habe wieder einmal bewiesen, dass ich zu bestimmten Zeiten nie von meiner disziplinierten Nahrung abweichen sollte.",1
4970,3119,"Ich suchte einen Trainer, aber ich konnte ihn erst vor einem Jahr finden.",1
1622,634,"  was ich bei mir mitbekomme, dass ich wiederrum langsam sowas als ob Abnehm-Müde werde...",0
2892,4255,"  Im FDDB schreibe ich täglich ein, was ich so esse und trinke und manchmal bin ich drunter und ganz selten drüber.",1
1567,631," Also, wir hatten am WE großes Schützenfest hier bei uns, dh Alkohol, ""böses Essen"" :grinsen:, ich mag gar nicht auf die Waage gehen.",1
7349,3571,In Zeiten von Stress und Ärger.,0
6189,2343,Gesäß und Oberschenkel sind immer noch die gleiche Größe.,0
211,3546,"  Das mit dem ""Latte"" weiß ich, aber ich mag keinen Kaffee pur...",0
3700,3249," Aber auch diese minus 14 kg sind eben besser als vielleicht noch mal plus 11 kg nach oben, das wären dann schon 25 kg Unterschied.",0
1775,1323," Mein Übel ist wirklich das verlangen auf süßes so groß, das ich immer wieder rückfällig werde.",0
2241,2261," Und doch habe ich mich jetzt zu einer OP entschlossen, obwohl ich das früher nie wollte.",0
5120,3447,Zumindest ist es möglich.,0
7507,197,Da sind wir gerade.,2
8649,3699,Ich muss dem Autor etwas zurückschicken.,0
5146,3596,Es gibt nur einen Weg.,0
