,index,Sentence,labels
3723,3626, Ich habe mir fest vorgenommen dabei zu bleiben!!,2
4251,3387,Und es zeigt in verschiedene Richtungen.,0
1336,2141, ich verzichte auf nichts und bin immer satt.,0
3332,4048,  Also Tag 1: hat gut begonnen mit 4 Kaffees mit etwas Kaffeerahm drin aber ohne Zucker.,1
2042,3057,"   Mein Thema ist, dass ich sicher bin, wieder in alte Essmuster zu verfallen und eine von denen zu sein, die dann zwar mit den Einschränkungen eines Schlauchmagens oder Bypasses leben muss, aber immer noch dick ist.",0
2394,3291, Der Hinweis des Arztes das ein solcher Stein aus Cholesterin besteht hat mir den berühmten Rest gegeben.,0
703,263," Aber ich habe das Gefühl, daß ich dafür keine Kraft habe.",0
2432,1980, Ich hoffe das sich das alles so realisieren läßt.,0
5115,4159,Kannst du zuhören?,2
3902,1780,Ich bevorzuge einen Minus.,0
858,159," Die lasse ich einfach zu, ohne schlechtes Gewissen, gönne mir was ich haben will und meine zu brauchen und mache am nächsten Tag konsequent weiter.",1
2216,2597," klappt nicht immer perfekt, aber an guten Tagen habe ich KH nur in Form von einem halben Apfel, oder ca 100gr Himbeeren im Quark mit stevia.",1
5534,2403,Der Bösewicht ging mit mir.,0
1235,2594,zumachen sondern dran zusetzen mit Sport und Ernährung   Ich weiß das ist ein harter Kampf  Ich werde versuchen das mein Arzt und meine Ernährungsberater mir dabei hilft,2
662,3063,"Aber man muss daran denken,die Statik des Körpers verändert sich.",0
5317,885,"Ich habe viel darüber gelernt, aber das Studium ist zurück und ich werde nicht mehr seltsam.",0
1918,936," nächste Woche dürfte so weit sein, dass meine Waage konsequent die 110 zeigt..",0
4320,2305,Es gibt externe Links auf der offiziellen Website.,2
4938,3971,So kann man reisen.,0
3761,3133, Es ist hart!,0
1690,2313,) Halten fast genauso schwierig wie das Abnehmen an sich (OHNE Magen-OP).,0
1752,2997,  Ich werde es einfach versuchen und sehen was passiert.,2
1203,1291," Anfangs mehr als anstrengend, weil null Kondition, mittlerweile Nordic Walking.",1
2255,108,"  Auch ich habe mich nach langen Überlegungen und Gesprächen mit Hausarzt und Chirurg dazu entschlossen, eine Ernährungsberatung zu machen und es auf konservativem Weg zu versuchen.",2
4294,600,Ich kann es in die Reihe bringen.,0
4382,1582,Ich habe keine Ahnung.,0
4396,1582,Das weiß ich nicht.,0
5128,678,Darüber habe ich nachgedacht.,2
4668,945,Ich habe letztes Jahr ein paar Dinge versucht.,1
706,745, In der Woche esse ich an 4 Tagen kein(e)  Fleisch/Wurst.,1
3981,3598,Ich habe immer einen Leckerbissen bekommen.,1
2721,1185,"  Auf diese Weise habe ich mein Gewicht immer im Blick, und kann mein Verhalten schnell anpassen, ausserdem hat mein Körper immer was anderes zu tun und bleibt aktiv.",0
1258,788,  Und das obwohl ich den einen Tag total gesündigt hatte mit Kartoffelsalat und 2 Bratwürste..,1
3121,1277," Irgendwie schaffe ich nicht alles auf einmal, aber bei dem was ich zb zu verarbeiten habe auch kein Wunder.",0
1621,1028,  jetzt glaube ich habe eine Pizza innerhalb 7 Monate gegessen...,1
1686,157,"   Wenn ich Stillstände hatte, hab ich ab und zu ein paar Tage nur Gemüse und Eiweiss gegessen, also zb Fisch, Putenfleisch, Käse usw und hab es damit immer nach einiger Zeit durchbrochen.",1
5537,2403,Ich war mit einem Kriminellen unterwegs.,0
2006,3417," Für mich, weil ich es mir Wert bin.",0
396,2180," ich kasteie mich ein paar Tage, dann lebt der Schweinehund wieder auf und alles ist wieder da.",1
618,2685," Daher die Überlegung, ob es nicht doch ohne Op gehen könnte.",0
2157,2462,"   Schon heute spiele ich mit dem Gedanken, weiter zu machen.",0
3995,4198,Ich werde es im Auge behalten.,2
4789,1419,"Der Weg in die bessere Zeit ist, was ich mag.",0
5161,2306,"Ich versuche, am Leben zu bleiben.",0
4901,1772,Solange etwas passiert...,0
4256,2224,Die ganze Sache wird von Triumph gekrönt.,0
4931,3023,Ich bin immer noch nicht in der Gegend.,0
4591,1737,"Ich denke, das ist richtig.",0
4027,1941,Es gibt Links zu externen Seiten.,1
5252,2934,"Es ist nicht die Person, die es mitbringt.",0
4540,3255,"Ich kann es mir nicht leisten, ins Gymnasium zu gehen.",0
2949,506,"  Ich bin mittlerweile nach ,naja, ca 2 Jahren, allerdings mit schon ziemlich sportlichen Vorgeschichte, natürlich in den (für manche) „extremen“ Fällen angekommen.",1
4782,943,"Es ist schwer für mich, die Chips zu übergeben.",0
1573,2364,    Ich bin ja immer noch relativ schwer...,0
4212,1576,Was bekomme ich?,0
495,1162," Längeres Leben,ohne Beschwerden (hoffe ich doch)  Und welche Lebensqualitäten habt ihr gewonnen oder verloren????",0
5311,3974,Ich hatte eine gute Zeit.,0
5464,2396,Ich habe nichts mit mir zu tun.,1
3708,581,  Habe mir gleich Modifast bestellt.,1
1460,1888,"   gestern hats essen super geklappt,obwohl es mir eigentlich den ganzen tag bis zum nachmittag echt kacke ging,psychisch, hab ich es geschafft gut auf mich aufzupassen und mich nicht wegzuessen.",1
1178,3863, Ich will es auch ohne weiteren Klinikaufenthalt schaffen.,0
5513,1540,Das ist nicht normal.,0
4493,818,Es gibt viele Gefühle.,0
3892,2583,Es riecht gut.,0
3458,4650, Aber ich werde nochmal einen Versuch machen.,2
1344,1476, ich habe vier Eßlöffel Salat und ne kleine Probierfrikadelle gegessen und war pappensatt.,1
3528,2103, Und für mich ist es jetzt mehr ein aufgeben von Lasten gewesen.,0
593,1313,"  :( Nur ich habe es halt von anderen erfahren, dass es was bringen soll und ich dachte ich versuche es einfach mal.",1
1300,458, Daher ist mein Vertrauen in diese Leute nicht so groß.,0
3038,1949," Vielleicht ist es gerade die Angst es eben alleine nicht zu schaffen, das ich den Anstoß zur Op vom Doc nicht gleich abwiegeln.",0
24,2084, Wir werden heute abend ein wunderbares Dinner haben ...,2
4769,253,Schütteln Sie morgen früh.,1
1475,2097,"  hallo, also ich habe keine 60 kg abgenommen sondern ""nur"" ca50kg ;) mein Gewicht halte ich jetzt seit einem Jahr, dachte ich schreibe trotzdem mal etwas dazu.",1
5477,3823,Ich wollte abends nicht reden.,0
3569,3325," Und dann habe ich das Problem, dass ich die erste Mahlzeit oft erst gegen 16 Uhr oder 17 Uhr esse, wenn ich total ausgehungert bin.",1
3049,3905,  Morgen laufe ich ins Dorf und eventuell wieder zurück - das sind dann immerhin 2x 15 Minuten.,2
4228,1103,"Danke, eines Tages muss es müde werden.",2
5369,4267,Es ist nicht umgekehrt.,0
3898,2682,Das ist alles Quatsch.,0
2071,2837, Die nächsten drei Wochen kann ich eh nicht schwimmen gehen.,0
26,3517,  Wie fast alle hier habe einfach schon zuviele Diäten hinter mir.,0
2315,3458,"  Vielen lieben Dank    Ja das wünsche ich mir auch, dass es so weiter geht ...",0
995,4446,"  Und du hast soooo recht, alle Strapazen bis hierher haben sich jetzt schon gelohnt..",0
2842,4133,"  Das hier ist mein letzter Anlauf so, wenn das nicht klappen sollte, wird es bei mir auch ein Bypass.",0
3586,4091," Habe nun auch das Abendessen abbestellt und befinde mich also seit 12,3 Uhr wieder in der ""Fasten-Phase"" - ich nenne es auch gerne Trink-Phase.",1
3548,1690," Mein Gewicht steht zur zeit und das ist ok,jaja die Plätzchen...",1
1906,2667," Dann habe ich gaaaaaaanz gut gehalten - ca 1,5 Jahre.",1
1387,2481, Ich bin so verzweifelt.,0
5326,2525,Es wird schwierig werden.,0
3201,3114,"  Es ist ja nicht so, dass jeder, der an die 150kg wiegt, damit automatisch nicht mehr mobil ist.",0
414,2241," Alles Wissen, das ich mir im Laufe der Jahre angeeignet habe, bewusst machen und vor allem Wissen über mich sammeln, mich beobachten, bewusst mit mir und der Fresserei umgehen.",1
2162,206, So hab ich Brot dann bis auf den Sonntag und evtl noch einen zweiten Tag ganz gelassen oder es wirklich nur zum Frühstück gegessen und halt wenig davon.,1
2225,1725," Januar gemacht, nicht ganz bewusst aber trotzdem mit schlechtem Gewissen, nein, eher mit der Angst nicht wieder beginnen zu können mit dem Sport.",1
4203,2091,"Ich glaube nicht, persönlich...",0
2153,3867, Versuche heute am Esstag nicht allzu viel zu essen.,2
5055,718,Bis zu diesem Zeitpunkt bin ich...,0
3434,4202,"  Werde morgen mit meinem Psychiater darüber reden, denn ich sagte mir ja, wenn ich zunehme, dann will ich dieses Medikament nicht mehr einnehmen.",2
4606,3015,"Es ist Zeit, wieder auf Kurs zu gehen.",0
1672,2789, Dem bin ich gerade nicht gewachsen.,0
3765,3420, Ich mache mein Pausen zwischen den Mahlzeiten.,1
4503,1291,"Zuerst war es anstrengender, weil es keine Bedingung gab.",1
1799,601,   Morgens muß ich mich zwingen Modifast zu trinken.,0
5097,2739,"Es gibt immer noch Dinge, die mit der Bewegung passieren.",1
2854,4669, Das muss ich mir auch noch überlegen oder mal ausprobieren.,2
3683,3154," Nächste Woche gelobe ich Besserung    Also 0kg, keine Veränderung im Koffer  Allen mitstreitern ein schönes Woichenende",2
630,927, und dieses ich schaffe es wieder nicht..,0
249,2250," Derzeit ist das nicht der Fall, es strengt mich alles zu sehr an und entsprechend bin ich weder dazu motiviert, noch hätte ich Freude dran.",0
2917,4267," Es ist nur der Kopf, der Probleme macht.",0
5631,2129,Du solltest es nicht tun.,1
2387,1252, Jetzt habe ich es zum Glück wieder in den Griff bekommen...,1
2806,1513,"  Ich hab heute morgen ganz genüßlich eine Scheibe Schwarzbrot gegessen und ich war danach so voll,als hätte ich drei gegessen.",1
224,2011, Ich habe dann immer ein wenig zuviel gegessen.,1
2388,1899, Dienstag gibt es Chinesisch und dann ist Schluß!!!,2
4953,3658,Laut Computer ist mein Umsatz gesunken.,0
2264,4005,") Bis ich wieder darüber nachdenke, warum ich mich eigentlich so schwer tue und woran es liegen könnte und was mir blödes passiert ist in letzter Zeit, was ich vielleicht noch nicht verarbeitet habe.",0
661,1595,"  Ich schau  in den Spiegel und denke,wow wie das schlabbert...",0
5382,3186,Ich kann nur ein paar Pfund verlieren.,0
802,4605,"  ich glaube ja, dass meine Mutter an meinem Essverhalten nicht ganz unschuldig ist.",0
3562,1656," Ich kann nun nicht mehr nachvollziehen,warum ich jemals gedacht habe, ich müßte mich unters Messer legen um etwas zu erreichen,was ich schon habe.",0
2330,2086, Ich freu mich auf das Essen und werde es in vollen Zügen genießen.,2
2599,110," Verzichten muß ich auf ganz Wenig, ich muß es nur etwas umstellen.",0
1099,69,ich gab innerlich auf und es war mir egal was ich gegessen hab und wie ich immer mehr zunahm.,1
1630,618, Mein Körper macht sich sofort bemerkbar wenn er nix zum essen bekommt.,0
709,3090," Und es gelingt mir nicht immer, das zu stoppen oder zu vermeiden.",0
2335,3379," Ich bin gestern meinem Mann durch ein Möbelhaus gebummelt, und das völlig entspannt mit ganz viel probe sitzen und hier und da gucken- einfach klasse.",0
5493,1740,Externe Links.,1
1082,2359,"  Du bist auf dem besten Wege, das zu schaffen, was die meisten von uns nicht mehr wollen/können/sich zutrauen - mir inklusive.",0
1364,1737,;),0
328,4399,  Mein weiteres Vorgehen in Sachen Gewichtsabnahme will ich selbst nach meinem Gutdünken planen.,0
351,1506, So sind die Essenszeiten total durcheinander.,0
3474,1898, Hatte heute nochmal Rouladen mit Klößen und Rotkohl  :alles: Letzte Woche waren wir zum Abschiedsessen beim Griechen.,1
2288,3665, Und ich leide ja auch keinen Hunger und habe keine Heißhungerattacken.,0
4656,1626,"Ich kann dir nicht sagen, wie glücklich ich bin, es ist weg und ich kann mich nicht erinnern.",0
819,1944,   In den letzten 12 Jahren habe ich mich auf das doppelte vermehrt und ich möchte nicht noch mehr werden.,0
5339,2525,Das wird hart.,0
2948,1814,dazu muss ich erstmal meine Seele und meinen Kopf in den Griff bekommen??,0
3455,2101," Aber gehungert habe ich nicht, habe mich mit guten Lebensmitteln immer satt gegessen, und angefangen genug zu trinken.",1
502,2115, (war früher ein Mengen- und kein Süssesser).,0
1114,3753,"  ich habe bisher keine organisierten Abnehmversuche gemacht (so richtig mit Plan und Strategie), und eigentlich halte ich es auch nicht für erfolgversprechend, nur mit Plänen und ""Disziplin"" irgendwas erreichen zu wollen.",0
1472,154, Das war mir seelisch total wichtig und liess mich die Woche durchhalten.,1
3521,3220,"und lässt so manche Leckerei viel leichter ablehnen, weil man sich die Tagesbilanz nicht versauen will.",0
5459,1982,"Ich mag ihn, aber ich weiß es nicht.",0
5596,2647,Ich will es nicht für mich fragen.,0
2416,4159, Aber anhören kann man sich das ja mal?,2
3473,382,"den ganzen Tag kein Sättigungsgefuhl, nur Essen um des Lustes-Willen...",1
2490,4452,"  Bis 12,3 Uhr darf ich nicht essen, aber   das macht nichts, da ich das Frühstück eh auslasse und ab 12,3 Uhr nichts mehr esse.",1
1710,1365," für sowas hilft keine VT die nur die Oberfläche ankratzt und mir Verhaltensweisen aufzeigt, die mir helfen könnten...",0
2002,2957, Ich fühle mich immer noch nicht schlank und würde gerne weiter machen.,0
2994,3889," Aber wie Du schreibst, ich bin noch ganz am Anfang und meine Ernährung ist noch optimierungsfähig.",0
4041,4136,Meine Haut ist nicht mehr klar.,0
2591,4233,"  Ja, ich gebe nicht auf - das Gewicht MUSS runter, kann so vieles einfach nur sehr beschwerlich machen (Socken und Schuhe anziehen, in meine Wohnung hoch kommen, also Treppen steigen etc).",0
4401,1181,Ich konnte mir den Magen leicht wieder abschneiden.,0
2381,3596, Aber anders gehts ja nicht...,0
479,238, Ausserdem hab ich angefangen viel Sport zu treiben.,1
3287,3544, ich halte da nich jeden tag an und hol mir nen eis ;-)  Es ist generell das Problem das ich momentan nich nein sagen kann wenns irgendwo Eis gibt.,0
5371,3952,Ich bin nicht verrückt danach.,0
1116,1273,"  Jetzt bin ich froh um meinen Bypass, denn wo ich jetzt keinen Sport machen kann und nur zu Hause sitze kommt der Schlendrian rein, ich sündige immer mal wieder (leider zu oft) und nehme zum Glück dennoch nicht zu.",1
4313,2305,Die Links sind von der offiziellen Website.,2
400,4540," Auch meinen geliebten Sirup lasse ich nun wieder weg, und trinke stattdessen Wasser pur (mit oder ohne Kohlensäure - je nach Lust und Laune).",1
5610,4420,Das würde ich vorher nicht tun.,0
1416,1746,aber ab heute muss endlich dieser Abart ein Riegel vorgeschoben werden.....,0
2492,1088,beim wöchentlichen wiegen :) ich bin endlich ein UHU ......,0
5705,2139,Ich bin seit der Operation in einem guten Zustand.,0
4146,3667,"Du bist versucht, es zuzulassen.",0
1640,4405," Jedenfalls nicht immer, manchmal kann ich es ja kontrollieren, wenn ich es schaffe, mich genug abzulenken.",0
4026,1941,Externe Links werden abgerufen.,1
2094,4681,"  Verteilt auf den ganzen Tag bekam ich gestern doch einige Zwieback und 2 Joghurts runter und natürlich wieder fast 2,5 Liter Getränk.",1
689,2197,"   Wenig Muskelmasse würde ich nicht meinen, ich mache 5 mal die Woche Sport und davon 3 mal Krafttraining, ich trainiere schon hart...",1
641,493," und von meiner Puste ganz zu schweigen, da ist nichts mehr 5 Stunden lang sonstwelche unanständige Aktivitäten ...",0
1870,542, Lasse den gut ziehen und fülle mir dann 3 große Gläser mit dem Tee.,1
4279,1662,Ich habe getrunken und war durch.,1
4700,2252,Wer will das Ding nicht?,0
3779,496,Sie müssen auf die Entscheidung reagieren.,0
872,2249," Ich freue mich darauf, wenn meine Beweglichkeit wieder soweit hergestellt ist, dass ich wieder Sport machen möchte.",0
2347,2034, Aber sonst geh ich am liebsten Walken mit 'Schildi'.,1
3377,1976, trotz allem habe ich vor mich zumindest mal schlau zu machen wegen einer op.,2
4599,1737,Das gefällt mir.,0
2516,3673,"  Bei mir sind es diese Woche 100g, aber ich bin trotzdem zufrieden, weil ich den Eindruck habe, dass sich der Sport langsam auszahlt und mein Körper sich formt.",0
3714,35,   Meine Teilnahme am Fitness Center kündigte ich auf.,1
2674,4068, Die andere Hälfte lief so ganz nebenbei die restlichen 3 Stunden.,1
4787,1419,"Der Weg in die Zeit ist besser, was ich daran mag.",0
4236,722,Ich musste die Finger auf dem halben Tisch lassen.,1
2448,563,"du musst nicht meinen das ""120"" wenig sind   ich habe 65kg übergewicht also die bekommt man leider nicht so schnell weg und es ist auch eine krankheit wohlbemerkt nur 3% der übergewichtigen schaffen es ""langfristig"" abzunehmen.",0
5486,1740,Externe Links sind Verweise.,1
990,609,    Ich bin ein regelrechter Kohlehydratjunkie.,0
5674,3253,Das Verlangen ist immer noch da.,0
4604,3144,"Ich ende am selben Ort, wenn es nichts zu geschehen gibt.",0
3960,4145,"Ich glaube nicht, dass das wichtig ist.",0
5672,4104,"Ich will nicht aufgeben, aber ich will rein.",0
3836,620,"Wenn ich stille Dinge schreiben kann, haltet mich fest.",2
2496,2994, Daher kommt es für mich momentan nicht in Frage als Hartz4-Empfänger.,0
1397,2194," Ich habe seit dem Urlaub damals auch eine neue Freudin (heute immer noch), sicher auch dadurch fällt es mir umso schwerer, sie kann essen was und wann sie will, es ist halt schwierig immer abzulehnen, Abends etwas zu unternehmen (Kino, Restaurant, ....",0
3847,5,"Ich will nicht, dass es stirbt.",0
526,2825, Gestern habe ich zweimal im Restaurant gegessen...,1
2434,485," ich hoffe nur, dass ich mich traue dort zu öffnen, auch wenn ich panische Angst von den Folgen habe...",0
1792,3344,"  Inzwischen weiß ich, dass für jemanden mit Adipositas, dass allererste Ziel sein muss, nicht zuzunehmen!",0
4248,3387,Und es zeigt in eine Richtung.,0
4308,2305,Es gibt externe Links zur offiziellen Website.,2
822,3960," Es fühlt sich an, als wäre der xx/xx/ schon 3 Monate weg und ich müsste schon große Erfolge verbuchen können..",0
2020,3480, Und es muss auch nicht viel sein.,1
1312,2720, Meine letzte Gewichtsabnahme hab ich anders gestaltet..,1
2909,1003, Ich habe alle konservativen Maßnahmen (heißt das so?,0
1790,1230," Genau das macht meine Mutter, und wie Bereits zu kissi geschrieben, Lektion gelernt und ich portionier meinen Teller demnächst selber.",2
4032,1941,Es gibt Links zu externen Links.,1
611,2439," sicher weiss ich das es von nöten wäre, zumal nicht alles rund läuft bei mir.",0
4781,943,"Es ist schwer für mich, die Chips zu übergeben.",0
4281,1662,Ich habe viel getrunken und viel durchgemacht.,1
4071,2518,Eine Person kommt zu mir.,2
2888,4361, Mal zuerst nur Radfahren und Bauchübungen machen zu Hause und wenn es aufhört mit Regnen noch einen Spaziergang draussen machen.,2
4886,899,Es ist schwer für mich.,0
5290,4491,"Bleib ruhig, okay?",0
1743,1114,  Also ganz ehrlich - das ist es mir jetzt wert!,0
1432,3404, Ich beneide oft meine schlanken Freundinnen.,0
448,361,  Ich habe von ihm einen Ernährungsplan bekommen und ich habe mich auch 3 Monate daran gehalten.,1
1193,2557, und siehe da seid dem habe ich nun schon 15 Kilo runter  und fühle mich schon sehr viel besser !,0
1301,420,"  Ich habe in letzter Zeit sehr viel gelernt, ausprobiert und neu entdeckt...",1
3348,4420, Das ging schon mal gar nicht.,0
771,1706, aber heute bin ich erwachsen und kann mich beim nächsten mal ganz sicher schützen.,0
1804,1621," Und so bin ich heute auf ein neues dankbar,das ich das nur noch sehr selten,oder jetzt viell auch gar nicht mehr,haben werde.",0
3229,4315," aber dafür packe ich mir für alle -5kg ein bisschen Geld zusätzlich in eine Spardose, damit ich dann nach 60-80kg Abnahme viel Geld zum Shoppen habe..",2
2944,4143," Es gibt nicht viel, was ich mir mehr wünsche für mein (weiteres) Leben.",0
2045,2479," Ich lese doch hier, dass es doch Menschen gibt, die das schafften.",0
3487,1001," Es ist derzeit einfach ein Teufelskreis, aus welchem ich nicht ausbrechen kann.",0
264,1354,  Die Hamburger flogen ganz schnell im Müll und ich habe mir meine leckere rote Beete Suppe gegönnt...,1
219,1902,"das schaffe ich nie,das ist zu viel für mich.",0
3936,3670,Dies ist zu Beginn des Rückgangs möglich.,0
1827,1934,"  28,5 kg weg....",0
4218,1103,"Danke, ich muss müde werden.",2
1688,3229,aber der Anfang fällt mir schon schwer.,0
245,3630," Aber weil auch nach dem Urlaub so viel Arbeit anstand, hab ich das ganz gut hingekriegt.",1
315,17," Ich dachte auch nach meinem Kuraufenthalt in einer Klinik für Ess-Störung, eigentlich ganz leicht, selbst mit 2200 kcal kann man abnehmen.",0
5277,646,"Ich habe auch beschlossen, es auszuziehen.",1
610,4516," Ja, ich werde weiter kämpfen, mir aber zwischendurch auch mal was Gutes gönnen, was nicht nur mit Essen zu tun hat.",2
5329,2525,Es wird schwer werden.,0
2536,3140," Da ich noch ganz gut unterwegs bin, jeden Morgen schwimmen gehe und kurze Strecken gut bewältige (Fersensporn hindert mich da eher) wäre es jetzt an der Zeit, etwas zu ändern.",0
563,1378," Du hast mir grade soviel Mut gemacht beim lesen deines Postings das ich direkt dachte: Scheisse man, so schwer kann das doch nicht sein.",0
5132,706,"Das Letzte, was Sie auslassen, ist das Essen.",2
5588,147,Ich will nicht aufhören zu kämpfen.,0
3525,1955," naja ich kann schon,aber es nützt nix  :zwinkert:  die meiste zeit esse ich,wenn ich hunger habe und das ist das was ich immer wollte.",0
1758,1484," Was auch klasse war,ich hatte überhaupt keine Probleme zwei stunden über die Kirmes zu latschen und danach noch schnellen Schrittes zum Auto.",0
5617,153,"Ich schlürfte jeden Samstag um 12 Uhr, mit fast keiner Ausnahme.",1
361,396,meine Beine bekamen nun langsam Muskel...,0
4035,1941,Es gibt externe Links.,1
4201,2091,"Ich glaube nicht, dass das stimmt.",0
5229,1069,Du kannst dich beschäftigen.,0
4930,3023,Ich bin nicht im Bereich der Adi.,0
3682,1482, Ich war satt und hab den Rest aufgehoben und verfüttert.,1
3087,1507," Joghurt gibts dann um 22 uhr,obwohl ich keinen Hunger mehr habe, ach alles doof so.",1
3062,860," Morgen fahre ich mit den Kindern etwas Rad, das Auto bleibt bei mir  jetzt öfter stehen.",2
5508,1143,Ich habe nichts verbraucht.,1
1214,3017,  Und seit drei Wochen habe ich 2 Fersensporne und kann nicht mehr viel gehen.,0
3008,3394," Zu Beginn hatte ich einen Ernährungsberater aufgesucht, der mir gute Tipps gab.",1
4065,2037,INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals INR-Deals,1
523,4085, mindestens das Gewicht halten.,0
1180,1968," :knirsch:  Wie ich mich theoretisch ernähren sollte weiß ich, ABER ich schaffs grad nicht allein ...",0
2946,364,"  Ich bin 1,58 m klein und habe 116 kg geogen als ich mit dem für mich erstellten Ernährungspaln angefangen habe.",1
5549,2860,Ich werde es zulassen.,1
3365,4542," Mein aktuelles Gewicht ist wieder bei 105,7 Kilos, habe also wieder zugenommen.",0
5274,2827,Das kann nicht dasselbe bleiben!,0
1216,3142," Bis jetzt stimmen alle meine Blutwerte und ich nehme das als Anlass, mit Änderungen meiner Ernährungsgewohnheiten zu beginnen.",0
124,2121," Nach dem Essen fühlt man sich zwar noch schlechter, aber man kann ja wieder essen....",1
3903,1780,Ich hätte lieber einen Minus.,0
104,207, Nach kurzer Zeit hab ich dann ja eh zur Ernährungsumstellung immer DC gemacht.,1
5328,2525,Es wird wirklich schwierig werden.,0
1317,4628," Wenn ich mir sage, dass ich die Schokolade nicht mehr essen sollte, dann ist das nur Strafe.",0
2124,1416,"  Ich werde ab heute mal versuchen,meine Menge an Mittagessen ein wenig zu reduzieren.",2
3304,1781,"  7,2 Abnahme war es, durch meine zugenommenen 1,4 Kilos haben wir nun 5,8   nächste Woche will ich eine andere Zahl eine die Minus vorne hat    ",0
3061,4374,"  Daten am xx/xx/2019  Gewicht: 109,5 BMI: 40,71 bei einer Grösse von 1,64 m   Ziel fürs 2019:  jeden Monat 1 Kilos abnehmen und dann bin ich Ende des Jahres ein UHU.",0
2964,2235," es ist, als ob mein gehirn sich verabschiedet hätte.",0
3619,4492, immer noch besser als eine Zunahme.,0
5095,3596,Es gibt nichts anderes zu tun.,0
2538,1179,ich fühlte mich fett wie ne Presswurst..,0
1856,4539, Also beschränke ich den Kaffeekonsum in der Fastenzeit auf 1-2 Tassen.,1
2048,2499, Aber jetzt will ich irgendwie nicht mehr.,0
3680,1729," Seit drei Tagen freue ich mich aufs Board und lese morgens ganz schnell die Zeitung und trinke meinen Kaffee, damit es endlich  losgehen kann.",0
5056,718,Jetzt schon.,0
2183,2398, Aber die Bewegung fehlt bei mir trotzdem.,1
170,3528,"nächstes Ziel sind 79,3 kg zu erreichen, dann bin ich nur noch Übergewichtig und hab die 7 vorne.",0
2135,4147," Und ja, sollte ich mich doch für den Weg einer OP entscheiden, würde ich mich auch ärgern, das erst jetzt angegangen zu sein.",0
838,3122,"  Fazit: Auch heute esse ich noch gerne, nur halt viel viel weniger.",1
3703,3135," Gehe aber erst mal Schwimmen und freue mich riesig darauf, um 8 Uhr endlich frühstücken zu können.",1
3540,3062,  Jetzt 10 Wochen nach OP 32 Kilo weg.,1
1865,4172, Und das in nur 5 Wochen - damit bin ich mehr als zufrieden.,0
3781,950,Wenn es nicht das innere Kind einer Schlampe wäre.,0
5178,2958,Ich bin nicht glücklich mit der Dicke meiner Brust.,0
1464,292,  Ich habe keine Lust wieder zu versagen.,0
3787,1935,Die gespenstischen Liebesgrüsse haben nicht alles in sie gelegt.,0
1905,935,"und das heisst, dass ich noch diesjahr, wahrscheinlich gegen Weihnachten ein UHU sein könnte..",0
3397,2200," Also erlaubte ich mir, nach Herzenslust zu essen.",1
5313,3974,Ich hatte eine tolle Zeit.,0
2562,451," Ich will es aber net machen ,weil ich keine Lust habe wieder gute Ratschläge anzuhören etc.",0
5077,2285,So sollte es nicht sein.,0
5628,2129,Aber tu das nicht.,1
5004,617,Es war passend.,0
304,1778," Ich versuche es auch immer wieder, aber irgendwann klappts einfach nicht mehr und ich esse wieder.",0
878,767, Jetzt liege ich in der Spanne zwischen 30 und 40 und möchte einen neuen Anlauf nehmen.,0
4799,4321,Die Skala wird morgen nur einen kleinen Betrag zeigen.,0
2424,3077,  Denn die zugrunde liegenden Mechanismen sind mir schon klar.,0
2981,3930,     Ansonsten habe ich jetzt - dank den Aktivitäten - den Tagesbedarf nie überschritten und bin schön weiter am abnehmen.,1
4621,3043,Ich bin nicht sauer auf mein Gewicht.,0
3450,3686," Manchmal habe ich das Gefühl, je mehr ich mich mit meinem Gewicht befasse, umso mehr tritt es in den Vordergrund und belastet mich.",0
2742,3536, 10 Kilo waren dann auch wieder recht schnell weg.,0
3534,1766,"   für mich käme die Op nur in Betracht, falls wirklich kein anderer Weg mehr ginge...",0
5117,4699,Ich vermehre mich.,0
1653,2026," Also Männe bekommt Schnitzel, Pommes und Salat und ich bekomme Schnitzel und den großen Salat.",1
65,537," Dort kamen wir zum Ergebnis, dass wenn ich keinen Grund habe, abzunehmen, ich es auch nicht schaffen werde.",0
4048,3758,"Es ist schön, wenn das Leben schön ist.",0
4231,1103,"Danke, ich muss irgendwann müde werden.",2
2751,4185,"  Von der Ernährungsberatung vom letzten Montag nehme ich folgendes mit: - Kaffeekonsum reduzieren - unbedingt frühstücken - minimum das Gewicht halten - viel Gemüse essen, aber O-Saft meiden oder nur 1-2 Gläser pro Woche - mehr Bewegung in den Alltag integrieren",2
1400,427,aber mein Oberschenkel ist um ganze 12 cm geschrumpft.,0
3907,1780,Ich bevorzuge ein kleineres Land.,0
1060,1518,"  Also,Hintern vom PC weg und was tun...",2
1439,3366, Trinke meist nur Kaffee und Mineralwasser.,1
