"utterance_id","turn_id","chat_id","datetime","user_utterance","valence","valence_score","label","label_score","sublabel","sublabel_score","bot_action","bot_datetime","bot_utterance","user_rating","user_rating_explanation"
121,12,11,"2023-07-27 14:58:10.579128","Ich weiß es nicht. Leider hast du mir kein Beispiel für Belohnungen gegeben.","sustain",0.9971176385879517,"Reason",0.9699779748916626,"General Reason",0.9923542737960815,"Goodbye","2023-07-27 14:58:12.196894","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
122,1,12,"2023-07-31 14:08:46.213734","start",NULL,0,NULL,0,NULL,0,NULL,"2023-07-31 14:08:46.253971","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
123,1,13,"2023-08-01 15:06:06.546598","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:06:08.405661","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
124,2,13,"2023-08-01 15:06:34.249767","Ich möchte weniger prokrastinieren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:06:35.867338","Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
125,3,13,"2023-08-01 15:06:46.858871","Weil ich sehr viel Zeit verschwende",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:06:50.504238","Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr)",NULL,NULL
126,4,13,"2023-08-01 15:06:58.725747","7",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:07:00.399415","Eine 7. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
127,5,13,"2023-08-01 15:07:35.444691","Ich finde es wichtig, meine Zeit sinnvoll zu nutzen, für ein gutes Lebensgefühl, aber wenn ich prokrastiniere, tue ich das nicht","sustain",0.6646299362182617,"Reason",0.9984228610992432,"ability",0.5465101003646851,NULL,"2023-08-01 15:07:46.772076","Es scheint, als ob du ein starkes Bewusstsein für die Wichtigkeit deiner Zeit und wie du sie nutzt, hast. Das ist ein guter Anfang. Gibt es bestimmte Aktivitäten oder Zeiten, in denen du besonders dazu neigst, zu prokrastinieren","gut/hilfreich","test"
128,6,13,"2023-08-01 15:09:04.547459","Ja, wenn ich mich überfordert fühle","sustain",0.9845244288444519,"Reason",0.9985858201980591,"General Reason",0.9958252906799316,NULL,"2023-08-01 15:09:14.864986","Das klingt verständlich. Überforderung kann oft dazu führen, dass wir Aufgaben aufschieben. Was könntest du tun, um dich weniger überfordert zu fühlen","gut/hilfreich",NULL
129,7,13,"2023-08-01 15:10:21.405069","Ich müsste aufgaben abgeben und mir mehr Hilfe von anderen holen denke ich","change",0.9992799162864685,"Reason",0.9988999366760254,"need",0.9903034567832947,NULL,"2023-08-01 15:10:30.169438","Das klingt nach einem sinnvollen Ansatz. Es ist wichtig, zu erkennen, dass man nicht alles alleine schaffen muss und dass es in Ordnung ist, um Hilfe zu bitten. Wie könntest du das in die Tat umsetzen","gut/hilfreich",NULL
130,8,13,"2023-08-01 15:11:04.210635","Das ist eine gute frage... Hast du einen Tipp?","change",0.9911317229270935,"Reason",0.9982196688652039,"General Reason",0.9944289922714233,NULL,"2023-08-01 15:11:17.922158","Ich bin hier, um dich zu unterstützen, also lass uns gemeinsam überlegen. Eine Möglichkeit könnte sein, klar zu kommunizieren, wenn du Hilfe brauchst. Vielleicht könntest du mit deinen Kollegen, Freunden oder Familienmitgliedern sprechen und ihnen sagen, dass du dich überfordert fühlst und ihre Unterstützung brauchst. Darüber hinaus könntest du versuchen, deine Aufgaben zu prioris","gut/hilfreich","abgeschnitten"
131,9,13,"2023-08-01 15:11:57.740612","Das klingt sinnvoll","change",0.9984827637672424,"Reason",0.9985263347625732,"ability",0.8393920660018921,NULL,"2023-08-01 15:12:11.883658","Das freut mich zu hören. Denk daran, dass es völlig in Ordnung ist, um Hilfe zu bitten und dass du nicht alles alleine bewältigen musst. Es ist wichtig, dass du auf dich und deine Gesundheit achtest. Vielleicht könntest du auch Entspannungstechniken oder Achtsamkeitsübungen ausprobieren, um dich weniger gestresst und überfordert zu fühlen. Welche","gut/hilfreich",NULL
132,10,13,"2023-08-01 15:13:09.838033","?","change",0.9724699854850769,"Reason",0.9609916806221008,"ability",0.4618402123451233,"Summary","2023-08-01 15:13:27.689721","Lass mich unser bisheriges Gespräch zusammenfassen. Du hast ausgedrückt, dass du weniger prokrastinieren möchtest, weil du das Gefühl hast, dass du viel Zeit verschwendest. Du hast bewertet, wie wichtig diese Änderung für dich ist und es scheint, dass du wirklich motiviert bist, daran zu arbeiten. Du hast erkannt, dass du dazu neigst, zu prokrastinieren, wenn du dich überfordert fühlst. Als Lösung dafür hast du vorgeschlagen, Aufgaben abzugeben und mehr Hilfe von anderen zu suchen. Es ist gut, dass du einen solchen Weg siehst und bereit bist, ihn zu gehen. Habe ich noch etwas vergessen?","gut/hilfreich",NULL
133,11,13,"2023-08-01 15:14:25.031911","Nö, alles dabei","change",0.9899823069572449,"Reason",0.990027129650116,"General Reason",0.9923251867294312,"Next Steps","2023-08-01 15:14:26.683787","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich",NULL
134,12,13,"2023-08-01 15:14:50.715451","Ich werde mir mehr unterstützung von außen holen","change",0.9993352293968201,"Commitment",0.9988143444061279,NULL,NULL,"Goodbye","2023-08-01 15:14:52.351181","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
135,1,14,"2023-08-01 15:42:06.569176","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:42:08.145737","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
136,2,14,"2023-08-01 15:42:45.0676","Ich möchte weniger prokrastinieren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:42:46.587166","Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
137,3,14,"2023-08-01 15:44:34.46666","Ich möchte in Zukunft produktiver arbeiten und auch freizeitliche Aufgaben produktiver gestalten, damit ich insgesamt mehr Arbeit und Aufgaben schaffen kann. Leider gelingt mir das nicht immer, da es immer oft Ablenkungen gibt und somit die Arbeit nach hinten rutscht.",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:44:37.611107","Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",NULL,NULL
138,1,15,"2023-08-01 15:44:42.264522","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:44:43.819511","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
139,4,14,"2023-08-01 15:44:51.479725","10",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:44:53.047117","Eine 10. Das klingt als stündest du dieser Veränderung sehr zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du nicht 9 oder weniger angegeben?",NULL,NULL
140,2,15,"2023-08-01 15:45:11.427327","Ich möchte weniger prokrastinieren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:45:13.132668","Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
141,5,14,"2023-08-01 15:45:43.712735","Mir ist eine Verhaltensänderung in meinem Leben sehr wichtig und messe dieser Veränderung sehr viel Bedeutung zu.","change",0.9981582760810852,"Reason",0.9987486600875854,"need",0.6652039885520935,NULL,"2023-08-01 15:45:57.691326","Es klingt also, als ob du diese Veränderung wirklich willst und dir klar ist, dass sie eine hohe Priorität in deinem Leben hat. Das ist ein großartiger erster Schritt.

Jetzt, wo wir wissen, wie wichtig diese Veränderung für dich ist, lass uns darüber sprechen, wie zuversichtlich du dich fühlst, diese Veränderung umzusetzen. Auf einer Skala von 0 (überhaupt","gut/hilfreich","Es hilft mir nicht direkt weiter, aber bestärkt mich in meiner Absicht."
142,3,15,"2023-08-01 15:45:44.72684","Ich möchte produktiver arbeiten und mich danach gut fühlen",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:45:47.939735","Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr)",NULL,NULL
143,4,15,"2023-08-01 15:45:54.789797","8",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:45:56.348941","Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
144,5,15,"2023-08-01 15:46:43.512604","Es ist mir nicht wahnsinnig wichtig, also es gibt schon dringendere Probleme, aber ich möchte mich trotzdem bessern","change",0.9992805123329163,"Reason",0.9992352724075317,"desire",0.9910219311714172,NULL,"2023-08-01 15:46:56.129087","Das hört sich nach einer ausgewogenen Perspektive an. Es ist dir wichtig genug, um daran zu arbeiten, aber du behältst auch andere Prioritäten im Blick. 

Möglicherweise hilft es dir, wenn du konkretisierst, was du unter ""weniger Prokrastinieren"" verstehst. Was wäre ein erstes, erreichbares Ziel, das du in dieser Hinsicht setzen könntest","gut/hilfreich","gibt einen passenden Ratschlag"
145,1,16,"2023-08-01 15:47:37.797447","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:47:39.516914","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
146,6,15,"2023-08-01 15:48:15.799739","Mein Handy wegzulegen während ich arbeite um mich weniger ablenken zu lassen","change",0.9984939098358154,"Commitment",0.6468035578727722,NULL,NULL,NULL,"2023-08-01 15:48:26.512519","Das ist ein guter erster Schritt. Anstatt die gesamte Prokrastination auf einmal zu bekämpfen, konzentrierst du dich auf eine konkrete Handlung, die du ändern kannst. 

Wie sicher bist du dir, dass du dieses Ziel erreichen kannst, auf einer Skala von 0 (überhaupt nicht sicher) bis 10 (absolut sicher)","gut/hilfreich",NULL
147,2,16,"2023-08-01 15:48:35.693055","Ich möchte mich gesünder ernähren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:48:37.273838","Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
148,6,14,"2023-08-01 15:48:44.407268","Bitte wiederholen, der Text wird nicht ganz angezeigt ""Auf einer Skala von 0 (überhaupt"" und dann sehe ich keinen Text mehr.","change",0.9979815483093262,"Reason",0.9630652070045471,"General Reason",0.8999986052513123,NULL,"2023-08-01 15:48:53.647228","Entschuldigung für die Unklarheit. Hier ist die vollständige Frage: Auf einer Skala von 0 (überhaupt nicht zuversichtlich) bis 10 (sehr zuversichtlich), wie zuversichtlich fühlst du dich, dass du in der Lage bist, diese Veränderung zu machen","gut/hilfreich","Keine direkte Hilfe, aber neutral."
149,3,16,"2023-08-01 15:49:03.153151","Weil nur in einem gesunden Körper ein gesunder Geist lebt!",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:49:06.290161","Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?",NULL,NULL
150,4,16,"2023-08-01 15:49:17.244762","6",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:49:18.816478","Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
151,7,15,"2023-08-01 15:49:32.7078","Wahrscheinlich 7, da es mir doch schwer fällt mich von meinem Handy zu trennen","sustain",0.997104823589325,"Reason",0.9989043474197388,"ability",0.9664967656135559,NULL,"2023-08-01 15:49:40.80991","Eine 7 ist ein guter Wert. Du bist dir also ziemlich sicher, dass du dieses Ziel erreichen kannst, obwohl es dir schwerfällt, dich von deinem Handy zu trennen. 

Was könntest du tun, um diese Wahrscheinlichkeit zu erhöhen","schlecht/unpassend","bringt mir nicht viel"
152,5,16,"2023-08-01 15:49:42.311146","Weil eine Umstellung Aufwand und Opfer erfordert","change",0.756247341632843,"Reason",0.9982681274414062,"General Reason",0.9447563886642456,NULL,"2023-08-01 15:49:57.306032","Das stimmt, eine Änderung der Ernährung erfordert in der Tat einen gewissen Aufwand und manchmal auch Opfer. Es ist wichtig, sich dessen bewusst zu sein.

Du hast eine 6 gewählt, weil du bereit bist, diesen Aufwand zu betreiben, aber noch einige Vorbehalte hast. Was könnten einige spezifische Schritte sein, die du unternehmen könntest, um diese Veränderung","gut/hilfreich","Der Text reflektiert die letzte Aussage und setzt sie in Relation zur eigendlichen Frage nach der Veränderung. Leider ist der Text abgeschnitten"
153,1,17,"2023-08-01 15:49:49.105659","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:49:51.00254","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
154,7,14,"2023-08-01 15:49:53.006899","9","change",0.9046102166175842,"Reason",0.8805218935012817,"ability",0.3417242169380188,NULL,"2023-08-01 15:49:59.897752","Eine 9 ist eine hohe Punktzahl. Das ist großartig! Kannst du mir mehr darüber erzählen, warum du dir selbst so eine hohe Punktzahl gegeben hast","gut/hilfreich","Weder noch"
155,2,17,"2023-08-01 15:50:25.045183","Ich möchte mich gesünder ernähren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:50:26.655097","Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
156,8,15,"2023-08-01 15:50:35.393427","das weiß ich nicht, hast du eine Idee?","change",0.9949460625648499,"Reason",0.9985132813453674,"General Reason",0.9794229865074158,NULL,"2023-08-01 15:50:47.998071","Es könnte hilfreich sein, wenn du einen bestimmten Ort für dein Handy festlegst, während du arbeitest. Du könntest es z.B. in eine andere Ecke des Raumes legen oder in eine Schublade packen. 

Ein weiterer Ansatz wäre, bestimmte Zeiten festzulegen, zu denen du dein Handy nutzt, z.B. nur in deinen Pausen oder nachdem du eine bestimmte Aufgabe erled","gut/hilfreich","es liefert gute Vorschläge"
157,8,14,"2023-08-01 15:50:49.78788","Ich habe große Zuversicht, dass ich mich verändern kann.","change",0.9992526173591614,"Reason",0.9991672039031982,"ability",0.46619343757629395,NULL,"2023-08-01 15:51:00.648039","Das ist großartig zu hören! Deine Zuversicht ist ein wichtiger Faktor für deinen Erfolg. Jetzt, da wir deine Bereitschaft und Zuversicht kennen, lass uns über konkrete Schritte nachdenken, die du unternehmen könntest, um deine Prokrastination zu reduzieren. Hast du schon einige Ideen","schlecht/unpassend","Ich bin etwas irritiert, dass ich nach Ideen gefragt werde, da ich ja Hilfe suche."
158,1,18,"2023-08-01 15:52:05.725503","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:52:07.239764","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
159,6,16,"2023-08-01 15:52:06.390037","Ich verstehe die Frage nicht","sustain",0.9965881109237671,"Reason",0.9969636797904968,"ability",0.9600569605827332,NULL,"2023-08-01 15:52:14.628254","Entschuldigung für die Unklarheit. Was ich meinte war: Was könnten die ersten kleinen, aber konkreten Schritte sein, die du unternehmen könntest, um deine Ernährung zu verbessern","gut/hilfreich","Die Entschuldigung für ein missverständnis klingt etwas infantilisierend. Das ist aber jammern auf hohem Niveau"
160,9,15,"2023-08-01 15:52:26.683631","Das ist eine sehr gute Idee! Mein Handy komplett aus meinem Blickfeld zu entfernen würde tatsächlich helfen","change",0.999031662940979,"Reason",0.9984612464904785,"General Reason",0.9916927814483643,NULL,"2023-08-01 15:52:40.06615","Das freut mich zu hören! Ein weiterer Tipp könnte sein, bestimmte Apps zu verwenden, die dich daran erinnern, dein Handy weniger zu benutzen, oder die bestimmte Funktionen blockieren, um Ablenkungen zu reduzieren. 

Wie wahrscheinlich ist es, dass du diese Strategien ausprobierst, auf einer Skala von 0 (überhaupt nicht wahrscheinlich) bis 10 (sehr wahrscheinlich","gut/hilfreich",NULL
161,2,18,"2023-08-01 15:52:42.86058","Ich möchte weniger prokrastinieren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:52:44.37891","Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
162,1,19,"2023-08-01 15:52:43.629917","start",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:52:45.204355","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
163,9,14,"2023-08-01 15:52:52.996502","Ich habe keine konkreten Ideen.","sustain",0.9821765422821045,"Reason",0.9981813430786133,"ability",0.5939446687698364,NULL,"2023-08-01 15:53:06.97821","Das ist völlig in Ordnung, wir können gemeinsam einige Möglichkeiten erarbeiten. Hier sind einige Strategien, die anderen Menschen geholfen haben, Prokrastination zu reduzieren:

1. Zeitmanagement: Plane deine Aufgaben und setze Prioritäten. Es kann hilfreich sein, einen Tages- oder Wochenplan zu erstellen.

2. Mini-Aufgaben: Teile größere Aufgaben in kleinere, überschaub","gut/hilfreich","Die Lösungsansätze sind gut."
164,2,19,"2023-08-01 15:53:11.845128","Ich möchte mich gesünder ernähren",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:53:13.416023","Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
165,3,18,"2023-08-01 15:53:28.420539","prokrastinieren hindert mich daran Lebensziele zu erreichen",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:53:31.572888","Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?",NULL,NULL
166,3,19,"2023-08-01 15:53:41.619234","Ich möchte wieder mehr Zeit zum gesunden kochen haben und etwas abnehmen, da ich im Herbst nach Mexiko fliege. ",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:53:44.848589","Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?",NULL,NULL
167,4,18,"2023-08-01 15:53:43.073203","8",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:53:44.641931","Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
168,4,19,"2023-08-01 15:53:51.053787","9",NULL,0,NULL,0,NULL,0,NULL,"2023-08-01 15:53:52.627543","Eine 9. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
169,10,15,"2023-08-01 15:54:00.991162","Wahrscheinlich nur eine 4, da ich nicht wirklich vorhabe mir dafür neue Apps runterzuladen","sustain",0.9971779584884644,"Reason",0.9027792811393738,"General Reason",0.9946377873420715,"Summary","2023-08-01 15:54:14.738706","Lass mich unser bisheriges Gespräch zusammenfassen. Das ist völlig in Ordnung. Es ist wichtig, dass du eine Strategie findest, die zu dir passt und die du auch tatsächlich umsetzen möchtest. 

Vielleicht könntest du versuchen, dein Handy an einen bestimmten Ort zu legen, während du arbeitest. Ist das etwas, das du ausprobieren würdest? Habe ich noch etwas vergessen?","gut/hilfreich","hat es gut zusammengefasst und trotzdem Platz für weitere vorschläge gelassen"
170,10,14,"2023-08-01 15:54:27.679813","Danke für diese Tipps, ich werde diese versuchen umzusetzen.","change",0.9992411136627197,"Commitment",0.998741090297699,NULL,NULL,"Summary","2023-08-01 15:54:45.014951","Lass mich unser bisheriges Gespräch zusammenfassen. Das klingt fantastisch! Denke daran, dass es völlig normal ist, Rückschläge zu erleben, wenn man versucht, ein neues Verhalten zu etablieren. Es ist wichtig, sich nicht entmutigen zu lassen und weiterhin kleine Schritte in Richtung des gesetzten Ziels zu machen. Du hast bereits bewiesen, dass du sehr motiviert und zuversichtlich bist, also habe ich keinen Zweifel, dass du in der Lage sein wirst, diese Veränderungen zu machen. Ich bin gespannt zu hören, wie es dir mit deinem neuen Ansatz geht. Habe ich noch etwas vergessen?","gut/hilfreich","Die Antwort ist zufriedenstellend."
171,5,19,"2023-08-01 15:54:29.192144","Weil ich es auch in der Vergangenheit oft geschafft habe mich gesund zu ernähren. Ich koche sehr gerne und mag die meisten gesunden Sachen sehr gerne. ","change",0.9985604882240295,"Reason",0.9824972748756409,"desire",0.9863862991333008,NULL,"2023-08-01 15:54:38.180817","Das ist fantastisch! Du hast bereits die Fähigkeiten und die Präferenzen, die dir dabei helfen können, gesünder zu essen. Was sind die spezifischen Schritte, die du planst, um dieses Ziel zu erreichen","gut/hilfreich","Chatbot hat meine vorherige Antwort gelesen und korrekt verarbeitet. Der nächste Schritt scheint korrekt zu sein. "
172,7,16,"2023-08-01 15:55:02.693005","Am effektivsten scheint mir Gewohnheiten zu ändern um nachhaltige Ergebnisse zu erzielen. Eine Hand voll Mahlzeiten vorzubereiten/planen/auszuprobieren die später im Alltag wieder ohne Großeinkäufe und große Vorbereitungen nachgekocht werden können.","change",0.9991424083709717,"Reason",0.7555305361747742,"ability",0.5546489357948303,NULL,"2023-08-01 15:55:12.931358","Das ist ein sehr praktischer und effektiver Ansatz! Mahlzeiten vorzubereiten und zu planen kann dazu beitragen, gesunde Ernährungsgewohnheiten zu etablieren. 

Hast du schon spezifische Mahlzeiten oder Rezepte im Kopf, die du gern ausprobieren würdest","gut/hilfreich","Sehr schön konkretisierend, danke!"
173,5,18,"2023-08-01 15:55:09.087939","Nicht höher weil Ich in der Vergangenheit öfters daran gescheitert bin und nicht niedriger weil Ich endlich was ändern möchte","change",0.9989904761314392,"Reason",0.998647153377533,"desire",0.9720144271850586,NULL,"2023-08-01 15:55:17.535281","Es ist gut, dass du den Wunsch hast, etwas zu ändern. Aber ich verstehe auch, dass frühere Erfahrungen dich ein wenig zögern lassen. 

Was könntest du tun, um deinen Wert von 8 näher an eine 10 zu bringen","gut/hilfreich","passt gut"
174,11,15,"2023-08-01 15:55:46.80045","du hast tatsächlich nichts vergessen. Mein Handy wegzulegen wäre ein wichtiger Schritt um weniger zu prokrastinieren","change",0.998171329498291,"Reason",0.9956111311912537,"General Reason",0.9934167861938477,"Next Steps","2023-08-01 15:55:48.66612","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich",NULL
175,6,19,"2023-08-01 15:55:56.376576","Bessere Planung beim Einkaufen, mehr Zeit fürs Kochen und weniger Zeit am Handy/Tv. ","change",0.9989118576049805,"Commitment",0.7821191549301147,NULL,NULL,NULL,"2023-08-01 15:56:01.668028","Das sind sehr gute und konkrete Schritte. Wie könntest du sicherstellen, dass du diese Schritte befolgst","gut/hilfreich","Scheinbar gutes Verständnis von meiner Antwort, gute nächste Frage"
176,11,14,"2023-08-01 15:56:17.695399","Vielen Dank, ich weiß jetzt Bescheid.","change",0.9988760352134705,"Reason",0.9803669452667236,"General Reason",0.9901769757270813,"Next Steps","2023-08-01 15:56:19.254533","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich","Die Nachfrage überrascht mich, aber ist neutral."
